Asset_Prices,C|S|4900|60|1,P|L|4900|60|1,C|L|5000|60|2,P|S|5000|60|2,P|L|5300|60|1,C|L|5300|60|1
4596.77,-0.00,303.23,0.00,-806.47,703.23,0.00
5236.17,-336.17,0.00,472.34,-0.00,63.83,0.00
4703.66,-0.00,196.34,0.00,-592.68,596.34,0.00
4653.73,-0.00,246.27,0.00,-692.54,646.27,0.00
4417.56,-0.00,482.44,0.00,-1164.89,882.44,0.00
5382.84,-482.84,0.00,765.68,-0.00,0.00,82.84
4971.32,-71.32,0.00,0.00,-57.36,328.68,0.00
5192.56,-292.56,0.00,385.13,-0.00,107.44,0.00
5081.08,-181.08,0.00,162.16,-0.00,218.92,0.00
5627.79,-727.79,0.00,1255.57,-0.00,0.00,327.79
5288.03,-388.03,0.00,576.05,-0.00,11.97,0.00
4621.74,-0.00,278.26,0.00,-756.51,678.26,0.00
5202.52,-302.52,0.00,405.04,-0.00,97.48,0.00
4646.30,-0.00,253.70,0.00,-707.40,653.70,0.00
4588.69,-0.00,311.31,0.00,-822.63,711.31,0.00
5120.45,-220.45,0.00,240.89,-0.00,179.55,0.00
4435.06,-0.00,464.94,0.00,-1129.87,864.94,0.00
4936.65,-36.65,0.00,0.00,-126.71,363.35,0.00
5057.18,-157.18,0.00,114.36,-0.00,242.82,0.00
4844.69,-0.00,55.31,0.00,-310.62,455.31,0.00
4406.38,-0.00,493.62,0.00,-1187.24,893.62,0.00
5420.75,-520.75,0.00,841.50,-0.00,0.00,120.75
5576.70,-676.70,0.00,1153.40,-0.00,0.00,276.70
5370.20,-470.20,0.00,740.40,-0.00,0.00,70.20
4644.96,-0.00,255.04,0.00,-710.08,655.04,0.00
4815.61,-0.00,84.39,0.00,-368.78,484.39,0.00
4789.46,-0.00,110.54,0.00,-421.07,510.54,0.00
4684.57,-0.00,215.43,0.00,-630.86,615.43,0.00
4947.62,-47.62,0.00,0.00,-104.76,352.38,0.00
4824.70,-0.00,75.30,0.00,-350.60,475.30,0.00
5200.38,-300.38,0.00,400.76,-0.00,99.62,0.00
4705.99,-0.00,194.01,0.00,-588.02,594.01,0.00
4657.46,-0.00,242.54,0.00,-685.09,642.54,0.00
4762.75,-0.00,137.25,0.00,-474.51,537.25,0.00
4778.85,-0.00,121.15,0.00,-442.29,521.15,0.00
4533.53,-0.00,366.47,0.00,-932.94,766.47,0.00
5007.54,-107.54,0.00,15.09,-0.00,292.46,0.00
5221.80,-321.80,0.00,443.60,-0.00,78.20,0.00
4365.49,-0.00,534.51,0.00,-1269.03,934.51,0.00
5078.81,-178.81,0.00,157.62,-0.00,221.19,0.00
5830.01,-930.01,0.00,1660.02,-0.00,0.00,530.01
4403.41,-0.00,496.59,0.00,-1193.18,896.59,0.00
4555.10,-0.00,344.90,0.00,-889.80,744.90,0.00
5582.58,-682.58,0.00,1165.17,-0.00,0.00,282.58
5071.15,-171.15,0.00,142.30,-0.00,228.85,0.00
5062.78,-162.78,0.00,125.55,-0.00,237.22,0.00
4907.29,-7.29,0.00,0.00,-185.43,392.71,0.00
4501.71,-0.00,398.29,0.00,-996.58,798.29,0.00
5037.14,-137.14,0.00,74.29,-0.00,262.86,0.00
4980.61,-80.61,0.00,0.00,-38.79,319.39,0.00
5138.32,-238.32,0.00,276.64,-0.00,161.68,0.00
4881.71,-0.00,18.29,0.00,-236.57,418.29,0.00
5699.70,-799.70,0.00,1399.40,-0.00,0.00,399.70
5013.68,-113.68,0.00,27.37,-0.00,286.32,0.00
5159.96,-259.96,0.00,319.91,-0.00,140.04,0.00
4780.25,-0.00,119.75,0.00,-439.50,519.75,0.00
5921.64,-1021.64,0.00,1843.29,-0.00,0.00,621.64
4865.12,-0.00,34.88,0.00,-269.76,434.88,0.00
4863.04,-0.00,36.96,0.00,-273.91,436.96,0.00
4472.10,-0.00,427.90,0.00,-1055.81,827.90,0.00
4580.68,-0.00,319.32,0.00,-838.65,719.32,0.00
4592.86,-0.00,307.14,0.00,-814.28,707.14,0.00
4803.58,-0.00,96.42,0.00,-392.83,496.42,0.00
4249.37,-0.00,650.63,0.00,-1501.26,1050.63,0.00
5235.07,-335.07,0.00,470.15,-0.00,64.93,0.00
5651.80,-751.80,0.00,1303.60,-0.00,0.00,351.80
5573.22,-673.22,0.00,1146.45,-0.00,0.00,273.22
4752.20,-0.00,147.80,0.00,-495.60,547.80,0.00
5350.33,-450.33,0.00,700.66,-0.00,0.00,50.33
5191.86,-291.86,0.00,383.71,-0.00,108.14,0.00
4722.05,-0.00,177.95,0.00,-555.90,577.95,0.00
4783.25,-0.00,116.75,0.00,-433.49,516.75,0.00
5432.87,-532.87,0.00,865.73,-0.00,0.00,132.87
5044.25,-144.25,0.00,88.51,-0.00,255.75,0.00
5321.47,-421.47,0.00,642.94,-0.00,0.00,21.47
4574.16,-0.00,325.84,0.00,-851.67,725.84,0.00
4956.24,-56.24,0.00,0.00,-87.51,343.76,0.00
5427.48,-527.48,0.00,854.97,-0.00,0.00,127.48
5575.87,-675.87,0.00,1151.73,-0.00,0.00,275.87
4536.80,-0.00,363.20,0.00,-926.40,763.20,0.00
5837.63,-937.63,0.00,1675.26,-0.00,0.00,537.63
4748.63,-0.00,151.37,0.00,-502.73,551.37,0.00
5197.45,-297.45,0.00,394.89,-0.00,102.55,0.00
5068.24,-168.24,0.00,136.48,-0.00,231.76,0.00
5748.95,-848.95,0.00,1497.91,-0.00,0.00,448.95
4623.19,-0.00,276.81,0.00,-753.62,676.81,0.00
5672.07,-772.07,0.00,1344.15,-0.00,0.00,372.07
5742.90,-842.90,0.00,1485.80,-0.00,0.00,442.90
4768.40,-0.00,131.60,0.00,-463.19,531.60,0.00
4863.91,-0.00,36.09,0.00,-272.18,436.09,0.00
4633.90,-0.00,266.10,0.00,-732.20,666.10,0.00
4864.14,-0.00,35.86,0.00,-271.72,435.86,0.00
4957.91,-57.91,0.00,0.00,-84.17,342.09,0.00
4787.59,-0.00,112.41,0.00,-424.83,512.41,0.00
5280.41,-380.41,0.00,560.82,-0.00,19.59,0.00
5149.09,-249.09,0.00,298.18,-0.00,150.91,0.00
4669.26,-0.00,230.74,0.00,-661.49,630.74,0.00
4512.58,-0.00,387.42,0.00,-974.84,787.42,0.00
4820.40,-0.00,79.60,0.00,-359.19,479.60,0.00
4993.56,-93.56,0.00,0.00,-12.88,306.44,0.00
4994.30,-94.30,0.00,0.00,-11.40,305.70,0.00
5070.09,-170.09,0.00,140.17,-0.00,229.91,0.00
4653.50,-0.00,246.50,0.00,-693.00,646.50,0.00
3893.17,-0.00,1006.83,0.00,-2213.67,1406.83,0.00
4807.90,-0.00,92.10,0.00,-384.19,492.10,0.00
5103.03,-203.03,0.00,206.05,-0.00,196.97,0.00
5251.48,-351.48,0.00,502.96,-0.00,48.52,0.00
6314.20,-1414.20,0.00,2628.41,-0.00,0.00,1014.20
5515.88,-615.88,0.00,1031.76,-0.00,0.00,215.88
4429.01,-0.00,470.99,0.00,-1141.98,870.99,0.00
4888.44,-0.00,11.56,0.00,-223.12,411.56,0.00
4779.06,-0.00,120.94,0.00,-441.88,520.94,0.00
4817.87,-0.00,82.13,0.00,-364.27,482.13,0.00
5262.85,-362.85,0.00,525.70,-0.00,37.15,0.00
5610.40,-710.40,0.00,1220.79,-0.00,0.00,310.40
5142.03,-242.03,0.00,284.06,-0.00,157.97,0.00
5234.05,-334.05,0.00,468.09,-0.00,65.95,0.00
6012.71,-1112.71,0.00,2025.42,-0.00,0.00,712.71
4745.72,-0.00,154.28,0.00,-508.56,554.28,0.00
4797.79,-0.00,102.21,0.00,-404.42,502.21,0.00
4716.50,-0.00,183.50,0.00,-567.00,583.50,0.00
4717.76,-0.00,182.24,0.00,-564.49,582.24,0.00
5542.30,-642.30,0.00,1084.61,-0.00,0.00,242.30
4725.38,-0.00,174.62,0.00,-549.23,574.62,0.00
5020.06,-120.06,0.00,40.12,-0.00,279.94,0.00
4957.28,-57.28,0.00,0.00,-85.43,342.72,0.00
5056.99,-156.99,0.00,113.99,-0.00,243.01,0.00
4076.02,-0.00,823.98,0.00,-1847.95,1223.98,0.00
5469.37,-569.37,0.00,938.73,-0.00,0.00,169.37
5144.66,-244.66,0.00,289.32,-0.00,155.34,0.00
4823.67,-0.00,76.33,0.00,-352.67,476.33,0.00
5162.58,-262.58,0.00,325.16,-0.00,137.42,0.00
4958.30,-58.30,0.00,0.00,-83.40,341.70,0.00
6019.73,-1119.73,0.00,2039.45,-0.00,0.00,719.73
4539.15,-0.00,360.85,0.00,-921.70,760.85,0.00
4411.03,-0.00,488.97,0.00,-1177.94,888.97,0.00
4444.44,-0.00,455.56,0.00,-1111.13,855.56,0.00
4875.96,-0.00,24.04,0.00,-248.08,424.04,0.00
4620.94,-0.00,279.06,0.00,-758.13,679.06,0.00
5202.98,-302.98,0.00,405.97,-0.00,97.02,0.00
5259.31,-359.31,0.00,518.62,-0.00,40.69,0.00
4608.04,-0.00,291.96,0.00,-783.91,691.96,0.00
5319.55,-419.55,0.00,639.09,-0.00,0.00,19.55
4911.32,-11.32,0.00,0.00,-177.35,388.68,0.00
4628.27,-0.00,271.73,0.00,-743.46,671.73,0.00
5085.50,-185.50,0.00,170.99,-0.00,214.50,0.00
4774.12,-0.00,125.88,0.00,-451.76,525.88,0.00
4473.66,-0.00,426.34,0.00,-1052.67,826.34,0.00
5793.69,-893.69,0.00,1587.38,-0.00,0.00,493.69
5738.14,-838.14,0.00,1476.29,-0.00,0.00,438.14
5770.62,-870.62,0.00,1541.23,-0.00,0.00,470.62
5192.35,-292.35,0.00,384.70,-0.00,107.65,0.00
4673.27,-0.00,226.73,0.00,-653.46,626.73,0.00
5774.99,-874.99,0.00,1549.98,-0.00,0.00,474.99
5164.15,-264.15,0.00,328.31,-0.00,135.85,0.00
4813.38,-0.00,86.62,0.00,-373.23,486.62,0.00
5789.95,-889.95,0.00,1579.90,-0.00,0.00,489.95
5168.25,-268.25,0.00,336.50,-0.00,131.75,0.00
5320.70,-420.70,0.00,641.40,-0.00,0.00,20.70
4938.16,-38.16,0.00,0.00,-123.68,361.84,0.00
5541.78,-641.78,0.00,1083.56,-0.00,0.00,241.78
5006.95,-106.95,0.00,13.90,-0.00,293.05,0.00
5295.23,-395.23,0.00,590.46,-0.00,4.77,0.00
5248.90,-348.90,0.00,497.79,-0.00,51.10,0.00
5657.24,-757.24,0.00,1314.49,-0.00,0.00,357.24
5162.19,-262.19,0.00,324.37,-0.00,137.81,0.00
4853.25,-0.00,46.75,0.00,-293.51,446.75,0.00
4924.05,-24.05,0.00,0.00,-151.91,375.95,0.00
4873.69,-0.00,26.31,0.00,-252.61,426.31,0.00
4565.09,-0.00,334.91,0.00,-869.82,734.91,0.00
5112.02,-212.02,0.00,224.04,-0.00,187.98,0.00
5179.32,-279.32,0.00,358.63,-0.00,120.68,0.00
4869.53,-0.00,30.47,0.00,-260.94,430.47,0.00
5068.36,-168.36,0.00,136.72,-0.00,231.64,0.00
5454.91,-554.91,0.00,909.82,-0.00,0.00,154.91
4354.50,-0.00,545.50,0.00,-1291.01,945.50,0.00
5359.57,-459.57,0.00,719.15,-0.00,0.00,59.57
4404.71,-0.00,495.29,0.00,-1190.57,895.29,0.00
5240.68,-340.68,0.00,481.36,-0.00,59.32,0.00
5455.98,-555.98,0.00,911.96,-0.00,0.00,155.98
4189.97,-0.00,710.03,0.00,-1620.06,1110.03,0.00
4785.78,-0.00,114.22,0.00,-428.44,514.22,0.00
6513.85,-1613.85,0.00,3027.69,-0.00,0.00,1213.85
4986.58,-86.58,0.00,0.00,-26.84,313.42,0.00
4850.84,-0.00,49.16,0.00,-298.33,449.16,0.00
5545.20,-645.20,0.00,1090.40,-0.00,0.00,245.20
5180.63,-280.63,0.00,361.27,-0.00,119.37,0.00
5194.88,-294.88,0.00,389.77,-0.00,105.12,0.00
4646.97,-0.00,253.03,0.00,-706.06,653.03,0.00
4214.91,-0.00,685.09,0.00,-1570.17,1085.09,0.00
5160.88,-260.88,0.00,321.76,-0.00,139.12,0.00
5156.33,-256.33,0.00,312.66,-0.00,143.67,0.00
5565.27,-665.27,0.00,1130.54,-0.00,0.00,265.27
4625.41,-0.00,274.59,0.00,-749.18,674.59,0.00
4687.02,-0.00,212.98,0.00,-625.96,612.98,0.00
5217.48,-317.48,0.00,434.95,-0.00,82.52,0.00
4631.67,-0.00,268.33,0.00,-736.66,668.33,0.00
4800.23,-0.00,99.77,0.00,-399.55,499.77,0.00
5102.54,-202.54,0.00,205.09,-0.00,197.46,0.00
5010.44,-110.44,0.00,20.88,-0.00,289.56,0.00
4311.68,-0.00,588.32,0.00,-1376.63,988.32,0.00
5552.25,-652.25,0.00,1104.49,-0.00,0.00,252.25
5361.81,-461.81,0.00,723.62,-0.00,0.00,61.81
4578.16,-0.00,321.84,0.00,-843.67,721.84,0.00
5126.61,-226.61,0.00,253.22,-0.00,173.39,0.00
5693.44,-793.44,0.00,1386.87,-0.00,0.00,393.44
5283.59,-383.59,0.00,567.19,-0.00,16.41,0.00
4849.91,-0.00,50.09,0.00,-300.17,450.09,0.00
4889.23,-0.00,10.77,0.00,-221.54,410.77,0.00
4932.75,-32.75,0.00,0.00,-134.50,367.25,0.00
5177.72,-277.72,0.00,355.45,-0.00,122.28,0.00
5190.24,-290.24,0.00,380.47,-0.00,109.76,0.00
5457.13,-557.13,0.00,914.27,-0.00,0.00,157.13
4782.62,-0.00,117.38,0.00,-434.77,517.38,0.00
5239.95,-339.95,0.00,479.90,-0.00,60.05,0.00
5272.22,-372.22,0.00,544.43,-0.00,27.78,0.00
5237.51,-337.51,0.00,475.02,-0.00,62.49,0.00
5701.92,-801.92,0.00,1403.83,-0.00,0.00,401.92
4901.00,-1.00,0.00,0.00,-198.01,399.00,0.00
5080.76,-180.76,0.00,161.51,-0.00,219.24,0.00
4974.52,-74.52,0.00,0.00,-50.96,325.48,0.00
4817.12,-0.00,82.88,0.00,-365.76,482.88,0.00
5249.38,-349.38,0.00,498.76,-0.00,50.62,0.00
5434.56,-534.56,0.00,869.12,-0.00,0.00,134.56
4969.10,-69.10,0.00,0.00,-61.80,330.90,0.00
5003.87,-103.87,0.00,7.74,-0.00,296.13,0.00
5360.21,-460.21,0.00,720.42,-0.00,0.00,60.21
4196.99,-0.00,703.01,0.00,-1606.02,1103.01,0.00
4434.01,-0.00,465.99,0.00,-1131.99,865.99,0.00
5091.83,-191.83,0.00,183.67,-0.00,208.17,0.00
4973.17,-73.17,0.00,0.00,-53.66,326.83,0.00
4732.89,-0.00,167.11,0.00,-534.22,567.11,0.00
5048.89,-148.89,0.00,97.78,-0.00,251.11,0.00
5177.11,-277.11,0.00,354.22,-0.00,122.89,0.00
5195.14,-295.14,0.00,390.29,-0.00,104.86,0.00
5619.04,-719.04,0.00,1238.08,-0.00,0.00,319.04
5081.13,-181.13,0.00,162.26,-0.00,218.87,0.00
5491.21,-591.21,0.00,982.41,-0.00,0.00,191.21
5042.93,-142.93,0.00,85.87,-0.00,257.07,0.00
5612.98,-712.98,0.00,1225.96,-0.00,0.00,312.98
5247.30,-347.30,0.00,494.60,-0.00,52.70,0.00
5105.41,-205.41,0.00,210.82,-0.00,194.59,0.00
5068.70,-168.70,0.00,137.40,-0.00,231.30,0.00
4608.38,-0.00,291.62,0.00,-783.24,691.62,0.00
5037.46,-137.46,0.00,74.92,-0.00,262.54,0.00
5146.28,-246.28,0.00,292.56,-0.00,153.72,0.00
5618.97,-718.97,0.00,1237.93,-0.00,0.00,318.97
5502.68,-602.68,0.00,1005.36,-0.00,0.00,202.68
4966.45,-66.45,0.00,0.00,-67.10,333.55,0.00
5276.76,-376.76,0.00,553.52,-0.00,23.24,0.00
4377.94,-0.00,522.06,0.00,-1244.12,922.06,0.00
4632.96,-0.00,267.04,0.00,-734.09,667.04,0.00
5624.56,-724.56,0.00,1249.11,-0.00,0.00,324.56
5410.41,-510.41,0.00,820.82,-0.00,0.00,110.41
5013.19,-113.19,0.00,26.39,-0.00,286.81,0.00
5001.75,-101.75,0.00,3.49,-0.00,298.25,0.00
4755.43,-0.00,144.57,0.00,-489.15,544.57,0.00
5330.36,-430.36,0.00,660.73,-0.00,0.00,30.36
4922.44,-22.44,0.00,0.00,-155.12,377.56,0.00
4730.65,-0.00,169.35,0.00,-538.70,569.35,0.00
4996.96,-96.96,0.00,0.00,-6.09,303.04,0.00
4177.11,-0.00,722.89,0.00,-1645.79,1122.89,0.00
5373.10,-473.10,0.00,746.20,-0.00,0.00,73.10
4764.02,-0.00,135.98,0.00,-471.95,535.98,0.00
4738.06,-0.00,161.94,0.00,-523.88,561.94,0.00
5306.03,-406.03,0.00,612.07,-0.00,0.00,6.03
4938.43,-38.43,0.00,0.00,-123.14,361.57,0.00
3934.60,-0.00,965.40,0.00,-2130.81,1365.40,0.00
5072.83,-172.83,0.00,145.67,-0.00,227.17,0.00
5464.21,-564.21,0.00,928.43,-0.00,0.00,164.21
4645.03,-0.00,254.97,0.00,-709.95,654.97,0.00
4785.80,-0.00,114.20,0.00,-428.39,514.20,0.00
4617.17,-0.00,282.83,0.00,-765.67,682.83,0.00
5367.04,-467.04,0.00,734.09,-0.00,0.00,67.04
5598.94,-698.94,0.00,1197.88,-0.00,0.00,298.94
4910.14,-10.14,0.00,0.00,-179.73,389.86,0.00
5483.44,-583.44,0.00,966.88,-0.00,0.00,183.44
4958.37,-58.37,0.00,0.00,-83.27,341.63,0.00
4957.50,-57.50,0.00,0.00,-85.01,342.50,0.00
5502.88,-602.88,0.00,1005.76,-0.00,0.00,202.88
4955.06,-55.06,0.00,0.00,-89.87,344.94,0.00
4425.74,-0.00,474.26,0.00,-1148.51,874.26,0.00
5579.65,-679.65,0.00,1159.30,-0.00,0.00,279.65
5044.22,-144.22,0.00,88.45,-0.00,255.78,0.00
5268.53,-368.53,0.00,537.06,-0.00,31.47,0.00
5193.85,-293.85,0.00,387.71,-0.00,106.15,0.00
5328.03,-428.03,0.00,656.07,-0.00,0.00,28.03
4736.33,-0.00,163.67,0.00,-527.33,563.67,0.00
5325.13,-425.13,0.00,650.25,-0.00,0.00,25.13
4810.38,-0.00,89.62,0.00,-379.25,489.62,0.00
4727.26,-0.00,172.74,0.00,-545.49,572.74,0.00
4922.96,-22.96,0.00,0.00,-154.09,377.04,0.00
5251.55,-351.55,0.00,503.11,-0.00,48.45,0.00
4920.93,-20.93,0.00,0.00,-158.14,379.07,0.00
5636.69,-736.69,0.00,1273.39,-0.00,0.00,336.69
4900.28,-0.28,0.00,0.00,-199.43,399.72,0.00
5568.44,-668.44,0.00,1136.87,-0.00,0.00,268.44
5286.22,-386.22,0.00,572.43,-0.00,13.78,0.00
5573.11,-673.11,0.00,1146.23,-0.00,0.00,273.11
4671.91,-0.00,228.09,0.00,-656.19,628.09,0.00
5696.51,-796.51,0.00,1393.02,-0.00,0.00,396.51
5247.90,-347.90,0.00,495.80,-0.00,52.10,0.00
5175.90,-275.90,0.00,351.80,-0.00,124.10,0.00
5226.48,-326.48,0.00,452.96,-0.00,73.52,0.00
4800.49,-0.00,99.51,0.00,-399.01,499.51,0.00
4877.02,-0.00,22.98,0.00,-245.95,422.98,0.00
5612.82,-712.82,0.00,1225.64,-0.00,0.00,312.82
5110.81,-210.81,0.00,221.62,-0.00,189.19,0.00
5439.17,-539.17,0.00,878.34,-0.00,0.00,139.17
5041.56,-141.56,0.00,83.13,-0.00,258.44,0.00
4562.18,-0.00,337.82,0.00,-875.63,737.82,0.00
5760.30,-860.30,0.00,1520.60,-0.00,0.00,460.30
5435.74,-535.74,0.00,871.48,-0.00,0.00,135.74
4562.86,-0.00,337.14,0.00,-874.27,737.14,0.00
4638.02,-0.00,261.98,0.00,-723.96,661.98,0.00
5014.24,-114.24,0.00,28.49,-0.00,285.76,0.00
5748.66,-848.66,0.00,1497.32,-0.00,0.00,448.66
4971.91,-71.91,0.00,0.00,-56.19,328.09,0.00
5493.04,-593.04,0.00,986.08,-0.00,0.00,193.04
5030.00,-130.00,0.00,59.99,-0.00,270.00,0.00
4544.35,-0.00,355.65,0.00,-911.31,755.65,0.00
4832.67,-0.00,67.33,0.00,-334.65,467.33,0.00
5178.20,-278.20,0.00,356.40,-0.00,121.80,0.00
4901.27,-1.27,0.00,0.00,-197.46,398.73,0.00
4761.89,-0.00,138.11,0.00,-476.23,538.11,0.00
4208.87,-0.00,691.13,0.00,-1582.26,1091.13,0.00
5791.47,-891.47,0.00,1582.93,-0.00,0.00,491.47
5432.58,-532.58,0.00,865.16,-0.00,0.00,132.58
4875.56,-0.00,24.44,0.00,-248.89,424.44,0.00
5055.63,-155.63,0.00,111.26,-0.00,244.37,0.00
4779.44,-0.00,120.56,0.00,-441.11,520.56,0.00
4934.04,-34.04,0.00,0.00,-131.91,365.96,0.00
5523.89,-623.89,0.00,1047.78,-0.00,0.00,223.89
5678.67,-778.67,0.00,1357.34,-0.00,0.00,378.67
5271.60,-371.60,0.00,543.21,-0.00,28.40,0.00
4659.12,-0.00,240.88,0.00,-681.77,640.88,0.00
4849.37,-0.00,50.63,0.00,-301.27,450.63,0.00
4985.76,-85.76,0.00,0.00,-28.48,314.24,0.00
4836.63,-0.00,63.37,0.00,-326.74,463.37,0.00
5333.77,-433.77,0.00,667.55,-0.00,0.00,33.77
4755.20,-0.00,144.80,0.00,-489.60,544.80,0.00
5195.20,-295.20,0.00,390.41,-0.00,104.80,0.00
5066.41,-166.41,0.00,132.81,-0.00,233.59,0.00
4868.80,-0.00,31.20,0.00,-262.40,431.20,0.00
5071.33,-171.33,0.00,142.67,-0.00,228.67,0.00
5018.66,-118.66,0.00,37.32,-0.00,281.34,0.00
4958.64,-58.64,0.00,0.00,-82.73,341.36,0.00
4561.75,-0.00,338.25,0.00,-876.51,738.25,0.00
5339.83,-439.83,0.00,679.66,-0.00,0.00,39.83
5177.43,-277.43,0.00,354.86,-0.00,122.57,0.00
5423.89,-523.89,0.00,847.79,-0.00,0.00,123.89
5050.21,-150.21,0.00,100.41,-0.00,249.79,0.00
4759.93,-0.00,140.07,0.00,-480.14,540.07,0.00
4972.93,-72.93,0.00,0.00,-54.14,327.07,0.00
4962.29,-62.29,0.00,0.00,-75.43,337.71,0.00
4527.92,-0.00,372.08,0.00,-944.16,772.08,0.00
5148.15,-248.15,0.00,296.31,-0.00,151.85,0.00
5378.01,-478.01,0.00,756.01,-0.00,0.00,78.01
5320.12,-420.12,0.00,640.24,-0.00,0.00,20.12
5064.71,-164.71,0.00,129.42,-0.00,235.29,0.00
5098.29,-198.29,0.00,196.57,-0.00,201.71,0.00
5187.78,-287.78,0.00,375.57,-0.00,112.22,0.00
5016.79,-116.79,0.00,33.57,-0.00,283.21,0.00
4729.52,-0.00,170.48,0.00,-540.95,570.48,0.00
5407.75,-507.75,0.00,815.49,-0.00,0.00,107.75
4525.90,-0.00,374.10,0.00,-948.20,774.10,0.00
5550.52,-650.52,0.00,1101.04,-0.00,0.00,250.52
5070.13,-170.13,0.00,140.26,-0.00,229.87,0.00
4928.84,-28.84,0.00,0.00,-142.32,371.16,0.00
5737.77,-837.77,0.00,1475.55,-0.00,0.00,437.77
5216.59,-316.59,0.00,433.19,-0.00,83.41,0.00
5365.93,-465.93,0.00,731.86,-0.00,0.00,65.93
5053.41,-153.41,0.00,106.83,-0.00,246.59,0.00
6055.01,-1155.01,0.00,2110.02,-0.00,0.00,755.01
4592.81,-0.00,307.19,0.00,-814.38,707.19,0.00
4426.68,-0.00,473.32,0.00,-1146.63,873.32,0.00
5328.92,-428.92,0.00,657.85,-0.00,0.00,28.92
5398.56,-498.56,0.00,797.11,-0.00,0.00,98.56
5784.19,-884.19,0.00,1568.39,-0.00,0.00,484.19
4759.55,-0.00,140.45,0.00,-480.91,540.45,0.00
5076.06,-176.06,0.00,152.13,-0.00,223.94,0.00
6093.50,-1193.50,0.00,2187.00,-0.00,0.00,793.50
4727.50,-0.00,172.50,0.00,-545.00,572.50,0.00
5144.47,-244.47,0.00,288.93,-0.00,155.53,0.00
4918.33,-18.33,0.00,0.00,-163.35,381.67,0.00
4574.93,-0.00,325.07,0.00,-850.13,725.07,0.00
5269.98,-369.98,0.00,539.95,-0.00,30.02,0.00
4941.66,-41.66,0.00,0.00,-116.68,358.34,0.00
4819.56,-0.00,80.44,0.00,-360.88,480.44,0.00
5205.68,-305.68,0.00,411.36,-0.00,94.32,0.00
5613.63,-713.63,0.00,1227.26,-0.00,0.00,313.63
4663.90,-0.00,236.10,0.00,-672.20,636.10,0.00
4872.17,-0.00,27.83,0.00,-255.65,427.83,0.00
4722.01,-0.00,177.99,0.00,-555.98,577.99,0.00
5740.87,-840.87,0.00,1481.74,-0.00,0.00,440.87
5126.56,-226.56,0.00,253.13,-0.00,173.44,0.00
4889.40,-0.00,10.60,0.00,-221.20,410.60,0.00
4592.65,-0.00,307.35,0.00,-814.70,707.35,0.00
4745.04,-0.00,154.96,0.00,-509.92,554.96,0.00
5380.30,-480.30,0.00,760.59,-0.00,0.00,80.30
4688.61,-0.00,211.39,0.00,-622.78,611.39,0.00
5007.19,-107.19,0.00,14.38,-0.00,292.81,0.00
4445.49,-0.00,454.51,0.00,-1109.02,854.51,0.00
4931.61,-31.61,0.00,0.00,-136.77,368.39,0.00
4888.36,-0.00,11.64,0.00,-223.28,411.64,0.00
4939.65,-39.65,0.00,0.00,-120.71,360.35,0.00
5069.62,-169.62,0.00,139.24,-0.00,230.38,0.00
4966.44,-66.44,0.00,0.00,-67.11,333.56,0.00
5267.04,-367.04,0.00,534.09,-0.00,32.96,0.00
5138.43,-238.43,0.00,276.86,-0.00,161.57,0.00
4667.88,-0.00,232.12,0.00,-664.23,632.12,0.00
5209.95,-309.95,0.00,419.91,-0.00,90.05,0.00
4993.68,-93.68,0.00,0.00,-12.65,306.32,0.00
5117.42,-217.42,0.00,234.83,-0.00,182.58,0.00
4492.95,-0.00,407.05,0.00,-1014.10,807.05,0.00
4911.67,-11.67,0.00,0.00,-176.67,388.33,0.00
5135.96,-235.96,0.00,271.92,-0.00,164.04,0.00
4509.77,-0.00,390.23,0.00,-980.45,790.23,0.00
5413.78,-513.78,0.00,827.55,-0.00,0.00,113.78
4962.49,-62.49,0.00,0.00,-75.02,337.51,0.00
4658.47,-0.00,241.53,0.00,-683.05,641.53,0.00
4660.67,-0.00,239.33,0.00,-678.67,639.33,0.00
5122.63,-222.63,0.00,245.25,-0.00,177.37,0.00
4580.89,-0.00,319.11,0.00,-838.23,719.11,0.00
5448.33,-548.33,0.00,896.66,-0.00,0.00,148.33
4492.58,-0.00,407.42,0.00,-1014.85,807.42,0.00
4656.48,-0.00,243.52,0.00,-687.05,643.52,0.00
5587.88,-687.88,0.00,1175.75,-0.00,0.00,287.88
5133.74,-233.74,0.00,267.47,-0.00,166.26,0.00
5057.91,-157.91,0.00,115.82,-0.00,242.09,0.00
5361.26,-461.26,0.00,722.53,-0.00,0.00,61.26
6214.95,-1314.95,0.00,2429.91,-0.00,0.00,914.95
4872.23,-0.00,27.77,0.00,-255.55,427.77,0.00
5430.93,-530.93,0.00,861.86,-0.00,0.00,130.93
4997.82,-97.82,0.00,0.00,-4.35,302.18,0.00
5790.42,-890.42,0.00,1580.84,-0.00,0.00,490.42
5176.29,-276.29,0.00,352.57,-0.00,123.71,0.00
4230.92,-0.00,669.08,0.00,-1538.15,1069.08,0.00
5124.49,-224.49,0.00,248.98,-0.00,175.51,0.00
5225.67,-325.67,0.00,451.33,-0.00,74.33,0.00
4852.52,-0.00,47.48,0.00,-294.95,447.48,0.00
4664.79,-0.00,235.21,0.00,-670.43,635.21,0.00
5358.37,-458.37,0.00,716.73,-0.00,0.00,58.37
5414.44,-514.44,0.00,828.89,-0.00,0.00,114.44
5636.33,-736.33,0.00,1272.67,-0.00,0.00,336.33
