Asset_Prices,C|L|5000|60|5,C|S|5500|60|5,P|L|5500|60|5,P|S|5000|60|5
4299.57,0.00,-0.00,6002.13,-3502.13
4428.13,0.00,-0.00,5359.34,-2859.34
5092.85,464.24,-0.00,2035.76,-0.00
4745.48,0.00,-0.00,3772.59,-1272.59
5398.81,1994.03,-0.00,505.97,-0.00
5656.68,3283.39,-783.39,0.00,-0.00
4435.50,0.00,-0.00,5322.49,-2822.49
5322.36,1611.78,-0.00,888.22,-0.00
5175.90,879.48,-0.00,1620.52,-0.00
5091.56,457.78,-0.00,2042.22,-0.00
5430.09,2150.46,-0.00,349.54,-0.00
4799.81,0.00,-0.00,3500.96,-1000.96
4668.25,0.00,-0.00,4158.74,-1658.74
4958.16,0.00,-0.00,2709.21,-209.21
4637.86,0.00,-0.00,4310.72,-1810.72
5143.75,718.73,-0.00,1781.27,-0.00
5483.05,2415.25,-0.00,84.75,-0.00
4645.85,0.00,-0.00,4270.77,-1770.77
4871.80,0.00,-0.00,3140.98,-640.98
5863.49,4317.45,-1817.45,0.00,-0.00
5581.86,2909.32,-409.32,0.00,-0.00
4830.22,0.00,-0.00,3348.89,-848.89
5674.20,3370.99,-870.99,0.00,-0.00
5128.05,640.27,-0.00,1859.73,-0.00
5782.52,3912.59,-1412.59,0.00,-0.00
4652.03,0.00,-0.00,4239.85,-1739.85
5128.58,642.91,-0.00,1857.09,-0.00
4556.83,0.00,-0.00,4715.85,-2215.85
5685.50,3427.52,-927.52,0.00,-0.00
5682.43,3412.14,-912.14,0.00,-0.00
5476.61,2383.07,-0.00,116.93,-0.00
4885.25,0.00,-0.00,3073.76,-573.76
5025.09,125.44,-0.00,2374.56,-0.00
5142.35,711.73,-0.00,1788.27,-0.00
5616.22,3081.11,-581.11,0.00,-0.00
4991.98,0.00,-0.00,2540.11,-40.11
4857.59,0.00,-0.00,3212.07,-712.07
4959.64,0.00,-0.00,2701.81,-201.81
5205.22,1026.10,-0.00,1473.90,-0.00
5438.48,2192.39,-0.00,307.61,-0.00
4905.54,0.00,-0.00,2972.31,-472.31
5078.56,392.81,-0.00,2107.19,-0.00
5463.27,2316.34,-0.00,183.66,-0.00
5250.31,1251.56,-0.00,1248.44,-0.00
5228.75,1143.73,-0.00,1356.27,-0.00
4992.04,0.00,-0.00,2539.79,-39.79
5164.42,822.12,-0.00,1677.88,-0.00
5397.65,1988.27,-0.00,511.73,-0.00
4757.26,0.00,-0.00,3713.70,-1213.70
4830.97,0.00,-0.00,3345.16,-845.16
4919.87,0.00,-0.00,2900.66,-400.66
4665.91,0.00,-0.00,4170.46,-1670.46
5286.67,1433.33,-0.00,1066.67,-0.00
4362.34,0.00,-0.00,5688.28,-3188.28
4886.35,0.00,-0.00,3068.23,-568.23
5680.15,3400.73,-900.73,0.00,-0.00
4942.23,0.00,-0.00,2788.86,-288.86
5037.03,185.17,-0.00,2314.83,-0.00
4653.19,0.00,-0.00,4234.07,-1734.07
4793.49,0.00,-0.00,3532.55,-1032.55
4628.65,0.00,-0.00,4356.75,-1856.75
5733.70,3668.51,-1168.51,0.00,-0.00
4189.73,0.00,-0.00,6551.33,-4051.33
5037.82,189.10,-0.00,2310.90,-0.00
5505.36,2526.80,-26.80,0.00,-0.00
4664.59,0.00,-0.00,4177.04,-1677.04
5556.68,2783.39,-283.39,0.00,-0.00
5214.95,1074.77,-0.00,1425.23,-0.00
4802.19,0.00,-0.00,3489.04,-989.04
4994.27,0.00,-0.00,2528.63,-28.63
4997.05,0.00,-0.00,2514.73,-14.73
4617.60,0.00,-0.00,4412.00,-1912.00
4792.14,0.00,-0.00,3539.29,-1039.29
4893.97,0.00,-0.00,3030.16,-530.16
4963.99,0.00,-0.00,2680.05,-180.05
4540.75,0.00,-0.00,4796.27,-2296.27
5146.56,732.81,-0.00,1767.19,-0.00
4794.26,0.00,-0.00,3528.71,-1028.71
5812.93,4064.66,-1564.66,0.00,-0.00
4885.48,0.00,-0.00,3072.58,-572.58
4935.89,0.00,-0.00,2820.53,-320.53
5350.55,1752.75,-0.00,747.25,-0.00
5155.05,775.24,-0.00,1724.76,-0.00
5001.38,6.88,-0.00,2493.12,-0.00
5690.89,3454.43,-954.43,0.00,-0.00
5697.02,3485.10,-985.10,0.00,-0.00
4417.68,0.00,-0.00,5411.60,-2911.60
5094.35,471.73,-0.00,2028.27,-0.00
4423.27,0.00,-0.00,5383.66,-2883.66
5158.59,792.93,-0.00,1707.07,-0.00
5866.36,4331.81,-1831.81,0.00,-0.00
4866.22,0.00,-0.00,3168.88,-668.88
5233.74,1168.72,-0.00,1331.28,-0.00
5178.73,893.63,-0.00,1606.37,-0.00
4662.31,0.00,-0.00,4188.44,-1688.44
5283.35,1416.76,-0.00,1083.24,-0.00
4637.11,0.00,-0.00,4314.45,-1814.45
4722.54,0.00,-0.00,3887.32,-1387.32
5297.40,1487.00,-0.00,1013.00,-0.00
4782.27,0.00,-0.00,3588.65,-1088.65
5427.88,2139.41,-0.00,360.59,-0.00
5014.11,70.55,-0.00,2429.45,-0.00
5125.67,628.34,-0.00,1871.66,-0.00
5010.23,51.14,-0.00,2448.86,-0.00
5445.75,2228.76,-0.00,271.24,-0.00
4750.07,0.00,-0.00,3749.65,-1249.65
4906.88,0.00,-0.00,2965.61,-465.61
4735.35,0.00,-0.00,3823.23,-1323.23
5103.76,518.81,-0.00,1981.19,-0.00
4665.52,0.00,-0.00,4172.38,-1672.38
5829.64,4148.19,-1648.19,0.00,-0.00
4860.57,0.00,-0.00,3197.17,-697.17
5384.52,1922.58,-0.00,577.42,-0.00
5441.54,2207.69,-0.00,292.31,-0.00
4543.23,0.00,-0.00,4783.85,-2283.85
5069.67,348.33,-0.00,2151.67,-0.00
4959.20,0.00,-0.00,2703.98,-203.98
5154.00,769.99,-0.00,1730.01,-0.00
4939.54,0.00,-0.00,2802.31,-302.31
4565.85,0.00,-0.00,4670.77,-2170.77
4496.73,0.00,-0.00,5016.34,-2516.34
4824.29,0.00,-0.00,3378.55,-878.55
5443.59,2217.95,-0.00,282.05,-0.00
5418.02,2090.10,-0.00,409.90,-0.00
5615.58,3077.89,-577.89,0.00,-0.00
4989.40,0.00,-0.00,2552.98,-52.98
5580.71,2903.57,-403.57,0.00,-0.00
4526.91,0.00,-0.00,4865.46,-2365.46
6007.06,5035.29,-2535.29,0.00,-0.00
5432.48,2162.40,-0.00,337.60,-0.00
4897.38,0.00,-0.00,3013.10,-513.10
4585.73,0.00,-0.00,4571.36,-2071.36
5697.40,3486.99,-986.99,0.00,-0.00
5648.92,3244.61,-744.61,0.00,-0.00
5416.51,2082.57,-0.00,417.43,-0.00
4969.25,0.00,-0.00,2653.74,-153.74
5082.90,414.51,-0.00,2085.49,-0.00
4160.89,0.00,-0.00,6695.56,-4195.56
5124.68,623.42,-0.00,1876.58,-0.00
5108.67,543.35,-0.00,1956.65,-0.00
5292.80,1464.00,-0.00,1036.00,-0.00
5497.34,2486.68,-0.00,13.32,-0.00
4534.83,0.00,-0.00,4825.86,-2325.86
4982.51,0.00,-0.00,2587.45,-87.45
5615.55,3077.73,-577.73,0.00,-0.00
4804.81,0.00,-0.00,3475.94,-975.94
5003.25,16.24,-0.00,2483.76,-0.00
5077.70,388.49,-0.00,2111.51,-0.00
4256.33,0.00,-0.00,6218.36,-3718.36
5322.50,1612.50,-0.00,887.50,-0.00
4584.34,0.00,-0.00,4578.29,-2078.29
5489.02,2445.09,-0.00,54.91,-0.00
5295.02,1475.10,-0.00,1024.90,-0.00
4667.52,0.00,-0.00,4162.41,-1662.41
6284.40,6421.99,-3921.99,0.00,-0.00
5116.13,580.64,-0.00,1919.36,-0.00
4842.34,0.00,-0.00,3288.31,-788.31
5116.34,581.71,-0.00,1918.29,-0.00
5083.92,419.59,-0.00,2080.41,-0.00
4737.95,0.00,-0.00,3810.25,-1310.25
5523.11,2615.55,-115.55,0.00,-0.00
5245.68,1228.42,-0.00,1271.58,-0.00
4791.97,0.00,-0.00,3540.15,-1040.15
4823.88,0.00,-0.00,3380.58,-880.58
5223.92,1119.60,-0.00,1380.40,-0.00
5299.44,1497.19,-0.00,1002.81,-0.00
4909.02,0.00,-0.00,2954.89,-454.89
5092.10,460.50,-0.00,2039.50,-0.00
5185.70,928.48,-0.00,1571.52,-0.00
4677.09,0.00,-0.00,4114.54,-1614.54
4985.77,0.00,-0.00,2571.17,-71.17
4968.29,0.00,-0.00,2658.53,-158.53
5741.52,3707.59,-1207.59,0.00,-0.00
4820.02,0.00,-0.00,3399.90,-899.90
5088.40,442.02,-0.00,2057.98,-0.00
5735.27,3676.36,-1176.36,0.00,-0.00
4627.04,0.00,-0.00,4364.78,-1864.78
5200.61,1003.06,-0.00,1496.94,-0.00
4708.76,0.00,-0.00,3956.21,-1456.21
5553.68,2768.38,-268.38,0.00,-0.00
5298.31,1491.57,-0.00,1008.43,-0.00
5573.20,2865.99,-365.99,0.00,-0.00
4909.39,0.00,-0.00,2953.07,-453.07
3882.17,0.00,-0.00,8089.16,-5589.16
5555.55,2777.73,-277.73,0.00,-0.00
4350.43,0.00,-0.00,5747.86,-3247.86
5210.31,1051.55,-0.00,1448.45,-0.00
5141.33,706.63,-0.00,1793.37,-0.00
5202.30,1011.50,-0.00,1488.50,-0.00
4327.81,0.00,-0.00,5860.97,-3360.97
5858.69,4293.45,-1793.45,0.00,-0.00
5267.75,1338.77,-0.00,1161.23,-0.00
4495.54,0.00,-0.00,5022.31,-2522.31
5497.70,2488.52,-0.00,11.48,-0.00
4652.52,0.00,-0.00,4237.39,-1737.39
5758.11,3790.54,-1290.54,0.00,-0.00
4897.37,0.00,-0.00,3013.17,-513.17
4959.38,0.00,-0.00,2703.10,-203.10
4941.02,0.00,-0.00,2794.91,-294.91
4790.02,0.00,-0.00,3549.90,-1049.90
4889.42,0.00,-0.00,3052.89,-552.89
4598.15,0.00,-0.00,4509.25,-2009.25
5291.36,1456.78,-0.00,1043.22,-0.00
4184.96,0.00,-0.00,6575.19,-4075.19
5506.92,2534.60,-34.60,0.00,-0.00
4897.30,0.00,-0.00,3013.52,-513.52
5008.20,41.02,-0.00,2458.98,-0.00
4645.08,0.00,-0.00,4274.60,-1774.60
4928.32,0.00,-0.00,2858.40,-358.40
4900.43,0.00,-0.00,2997.86,-497.86
4869.59,0.00,-0.00,3152.03,-652.03
4185.30,0.00,-0.00,6573.49,-4073.49
4947.98,0.00,-0.00,2760.12,-260.12
4490.72,0.00,-0.00,5046.38,-2546.38
4795.63,0.00,-0.00,3521.83,-1021.83
5594.80,2973.98,-473.98,0.00,-0.00
4886.95,0.00,-0.00,3065.26,-565.26
5031.50,157.51,-0.00,2342.49,-0.00
5372.10,1860.50,-0.00,639.50,-0.00
5248.37,1241.85,-0.00,1258.15,-0.00
5700.20,3501.00,-1001.00,0.00,-0.00
5134.17,670.85,-0.00,1829.15,-0.00
5396.08,1980.42,-0.00,519.58,-0.00
4678.60,0.00,-0.00,4107.01,-1607.01
4708.85,0.00,-0.00,3955.74,-1455.74
5858.34,4291.69,-1791.69,0.00,-0.00
5318.73,1593.65,-0.00,906.35,-0.00
5278.14,1390.69,-0.00,1109.31,-0.00
4453.72,0.00,-0.00,5231.42,-2731.42
4995.94,0.00,-0.00,2520.28,-20.28
5415.14,2075.69,-0.00,424.31,-0.00
5384.35,1921.73,-0.00,578.27,-0.00
4967.79,0.00,-0.00,2661.05,-161.05
5633.11,3165.56,-665.56,0.00,-0.00
4891.26,0.00,-0.00,3043.69,-543.69
4692.20,0.00,-0.00,4039.00,-1539.00
4626.72,0.00,-0.00,4366.42,-1866.42
5381.33,1906.66,-0.00,593.34,-0.00
4823.25,0.00,-0.00,3383.73,-883.73
4893.12,0.00,-0.00,3034.39,-534.39
5658.42,3292.08,-792.08,0.00,-0.00
4536.73,0.00,-0.00,4816.36,-2316.36
5253.70,1268.51,-0.00,1231.49,-0.00
5075.50,377.48,-0.00,2122.52,-0.00
4909.44,0.00,-0.00,2952.81,-452.81
5401.79,2008.95,-0.00,491.05,-0.00
4833.18,0.00,-0.00,3334.10,-834.10
4713.79,0.00,-0.00,3931.05,-1431.05
4725.18,0.00,-0.00,3874.12,-1374.12
5436.57,2182.87,-0.00,317.13,-0.00
5314.73,1573.67,-0.00,926.33,-0.00
5072.12,360.59,-0.00,2139.41,-0.00
4879.47,0.00,-0.00,3102.65,-602.65
5261.42,1307.09,-0.00,1192.91,-0.00
4310.96,0.00,-0.00,5945.21,-3445.21
4325.50,0.00,-0.00,5872.51,-3372.51
4886.85,0.00,-0.00,3065.76,-565.76
5507.70,2538.48,-38.48,0.00,-0.00
5884.33,4421.63,-1921.63,0.00,-0.00
4978.75,0.00,-0.00,2606.27,-106.27
4834.85,0.00,-0.00,3325.77,-825.77
4917.04,0.00,-0.00,2914.80,-414.80
5671.76,3358.80,-858.80,0.00,-0.00
5168.96,844.80,-0.00,1655.20,-0.00
4786.21,0.00,-0.00,3568.94,-1068.94
5592.02,2960.11,-460.11,0.00,-0.00
5363.66,1818.31,-0.00,681.69,-0.00
5108.10,540.52,-0.00,1959.48,-0.00
5366.67,1833.35,-0.00,666.65,-0.00
4718.63,0.00,-0.00,3906.84,-1406.84
5015.81,79.04,-0.00,2420.96,-0.00
5746.79,3733.93,-1233.93,0.00,-0.00
5295.82,1479.11,-0.00,1020.89,-0.00
4643.24,0.00,-0.00,4283.78,-1783.78
5565.85,2829.25,-329.25,0.00,-0.00
5085.78,428.89,-0.00,2071.11,-0.00
4698.97,0.00,-0.00,4005.16,-1505.16
5322.31,1611.56,-0.00,888.44,-0.00
5251.25,1256.27,-0.00,1243.73,-0.00
5276.04,1380.22,-0.00,1119.78,-0.00
4741.05,0.00,-0.00,3794.76,-1294.76
5800.93,4004.64,-1504.64,0.00,-0.00
4282.52,0.00,-0.00,6087.38,-3587.38
5832.03,4160.13,-1660.13,0.00,-0.00
5258.63,1293.13,-0.00,1206.87,-0.00
4317.11,0.00,-0.00,5914.43,-3414.43
5389.07,1945.33,-0.00,554.67,-0.00
4710.67,0.00,-0.00,3946.65,-1446.65
5034.67,173.36,-0.00,2326.64,-0.00
4787.53,0.00,-0.00,3562.37,-1062.37
5566.41,2832.04,-332.04,0.00,-0.00
5030.84,154.19,-0.00,2345.81,-0.00
4685.81,0.00,-0.00,4070.94,-1570.94
4809.60,0.00,-0.00,3452.00,-952.00
4928.67,0.00,-0.00,2856.65,-356.65
4976.04,0.00,-0.00,2619.82,-119.82
4970.43,0.00,-0.00,2647.84,-147.84
5765.55,3827.74,-1327.74,0.00,-0.00
4350.34,0.00,-0.00,5748.29,-3248.29
5249.07,1245.37,-0.00,1254.63,-0.00
5372.54,1862.72,-0.00,637.28,-0.00
5047.02,235.12,-0.00,2264.88,-0.00
5575.05,2875.27,-375.27,0.00,-0.00
4901.55,0.00,-0.00,2992.25,-492.25
4601.39,0.00,-0.00,4493.05,-1993.05
5226.29,1131.46,-0.00,1368.54,-0.00
4779.31,0.00,-0.00,3603.47,-1103.47
5054.59,272.95,-0.00,2227.05,-0.00
5185.60,928.02,-0.00,1571.98,-0.00
5476.90,2384.52,-0.00,115.48,-0.00
4272.15,0.00,-0.00,6139.23,-3639.23
4845.62,0.00,-0.00,3271.91,-771.91
5413.85,2069.25,-0.00,430.75,-0.00
4822.27,0.00,-0.00,3388.63,-888.63
4825.76,0.00,-0.00,3371.21,-871.21
4816.83,0.00,-0.00,3415.87,-915.87
5000.06,0.32,-0.00,2499.68,-0.00
4599.41,0.00,-0.00,4502.95,-2002.95
5102.78,513.92,-0.00,1986.08,-0.00
5438.71,2193.56,-0.00,306.44,-0.00
4628.28,0.00,-0.00,4358.58,-1858.58
5580.67,2903.37,-403.37,0.00,-0.00
4811.07,0.00,-0.00,3444.64,-944.64
4872.54,0.00,-0.00,3137.32,-637.32
5119.20,596.00,-0.00,1904.00,-0.00
4776.73,0.00,-0.00,3616.36,-1116.36
5553.46,2767.30,-267.30,0.00,-0.00
4690.33,0.00,-0.00,4048.34,-1548.34
5256.54,1282.72,-0.00,1217.28,-0.00
4846.96,0.00,-0.00,3265.22,-765.22
4279.34,0.00,-0.00,6103.31,-3603.31
5141.72,708.60,-0.00,1791.40,-0.00
5055.19,275.94,-0.00,2224.06,-0.00
4948.42,0.00,-0.00,2757.92,-257.92
4890.73,0.00,-0.00,3046.33,-546.33
4985.02,0.00,-0.00,2574.89,-74.89
5146.66,733.28,-0.00,1766.72,-0.00
4992.56,0.00,-0.00,2537.18,-37.18
4937.84,0.00,-0.00,2810.82,-310.82
4964.01,0.00,-0.00,2679.97,-179.97
5820.43,4102.17,-1602.17,0.00,-0.00
4506.63,0.00,-0.00,4966.85,-2466.85
5370.43,1852.13,-0.00,647.87,-0.00
4915.86,0.00,-0.00,2920.70,-420.70
5118.34,591.72,-0.00,1908.28,-0.00
4566.10,0.00,-0.00,4669.49,-2169.49
5226.06,1130.32,-0.00,1369.68,-0.00
5351.37,1756.84,-0.00,743.16,-0.00
4941.23,0.00,-0.00,2793.83,-293.83
4906.08,0.00,-0.00,2969.59,-469.59
4753.35,0.00,-0.00,3733.23,-1233.23
3973.02,0.00,-0.00,7634.88,-5134.88
5938.77,4693.85,-2193.85,0.00,-0.00
4976.36,0.00,-0.00,2618.21,-118.21
5187.06,935.28,-0.00,1564.72,-0.00
5038.41,192.04,-0.00,2307.96,-0.00
4715.77,0.00,-0.00,3921.17,-1421.17
5446.15,2230.77,-0.00,269.23,-0.00
4261.04,0.00,-0.00,6194.80,-3694.80
4857.60,0.00,-0.00,3212.00,-712.00
4515.67,0.00,-0.00,4921.65,-2421.65
5149.65,748.23,-0.00,1751.77,-0.00
4723.77,0.00,-0.00,3881.14,-1381.14
4914.39,0.00,-0.00,2928.03,-428.03
4760.39,0.00,-0.00,3698.07,-1198.07
4705.58,0.00,-0.00,3972.12,-1472.12
5178.38,891.90,-0.00,1608.10,-0.00
4171.63,0.00,-0.00,6641.83,-4141.83
5069.07,345.35,-0.00,2154.65,-0.00
4933.15,0.00,-0.00,2834.27,-334.27
6036.63,5183.16,-2683.16,0.00,-0.00
4343.23,0.00,-0.00,5783.85,-3283.85
5017.89,89.44,-0.00,2410.56,-0.00
4595.09,0.00,-0.00,4524.55,-2024.55
5274.38,1371.90,-0.00,1128.10,-0.00
5143.45,717.26,-0.00,1782.74,-0.00
4737.49,0.00,-0.00,3812.55,-1312.55
5009.74,48.69,-0.00,2451.31,-0.00
5189.48,947.40,-0.00,1552.60,-0.00
5569.61,2848.05,-348.05,0.00,-0.00
5337.45,1687.27,-0.00,812.73,-0.00
5243.57,1217.86,-0.00,1282.14,-0.00
4967.69,0.00,-0.00,2661.53,-161.53
4204.58,0.00,-0.00,6477.08,-3977.08
4827.43,0.00,-0.00,3362.83,-862.83
4387.41,0.00,-0.00,5562.97,-3062.97
5241.47,1207.33,-0.00,1292.67,-0.00
5021.10,105.50,-0.00,2394.50,-0.00
4563.41,0.00,-0.00,4682.94,-2182.94
4202.81,0.00,-0.00,6485.97,-3985.97
5269.01,1345.04,-0.00,1154.96,-0.00
5109.41,547.06,-0.00,1952.94,-0.00
4504.31,0.00,-0.00,4978.43,-2478.43
5318.57,1592.85,-0.00,907.15,-0.00
4380.39,0.00,-0.00,5598.05,-3098.05
4667.99,0.00,-0.00,4160.06,-1660.06
5072.84,364.21,-0.00,2135.79,-0.00
4984.13,0.00,-0.00,2579.34,-79.34
5189.09,945.44,-0.00,1554.56,-0.00
4809.48,0.00,-0.00,3452.61,-952.61
5239.49,1197.46,-0.00,1302.54,-0.00
5214.86,1074.32,-0.00,1425.68,-0.00
5066.69,333.46,-0.00,2166.54,-0.00
5853.74,4268.68,-1768.68,0.00,-0.00
5272.35,1361.74,-0.00,1138.26,-0.00
5079.34,396.68,-0.00,2103.32,-0.00
5023.56,117.80,-0.00,2382.20,-0.00
4782.74,0.00,-0.00,3586.30,-1086.30
5501.96,2509.81,-9.81,0.00,-0.00
5251.85,1259.24,-0.00,1240.76,-0.00
5701.58,3507.89,-1007.89,0.00,-0.00
5172.83,864.13,-0.00,1635.87,-0.00
4455.76,0.00,-0.00,5221.19,-2721.19
5412.94,2064.68,-0.00,435.32,-0.00
5004.40,22.00,-0.00,2478.00,-0.00
6078.44,5392.18,-2892.18,0.00,-0.00
5279.00,1395.00,-0.00,1105.00,-0.00
5181.84,909.20,-0.00,1590.80,-0.00
4669.12,0.00,-0.00,4154.40,-1654.40
5078.20,390.99,-0.00,2109.01,-0.00
4958.18,0.00,-0.00,2709.10,-209.10
5136.68,683.40,-0.00,1816.60,-0.00
4697.88,0.00,-0.00,4010.62,-1510.62
5413.22,2066.10,-0.00,433.90,-0.00
5609.67,3048.36,-548.36,0.00,-0.00
5565.43,2827.15,-327.15,0.00,-0.00
4688.94,0.00,-0.00,4055.30,-1555.30
4708.01,0.00,-0.00,3959.95,-1459.95
5072.29,361.43,-0.00,2138.57,-0.00
5044.01,220.05,-0.00,2279.95,-0.00
5185.12,925.60,-0.00,1574.40,-0.00
5548.22,2741.10,-241.10,0.00,-0.00
5173.76,868.79,-0.00,1631.21,-0.00
5084.60,423.01,-0.00,2076.99,-0.00
4627.18,0.00,-0.00,4364.08,-1864.08
4733.12,0.00,-0.00,3834.38,-1334.38
5439.54,2197.68,-0.00,302.32,-0.00
4743.32,0.00,-0.00,3783.42,-1283.42
4766.95,0.00,-0.00,3665.25,-1165.25
4694.49,0.00,-0.00,4027.56,-1527.56
4541.96,0.00,-0.00,4790.20,-2290.20
4659.47,0.00,-0.00,4202.63,-1702.63
5629.91,3149.55,-649.55,0.00,-0.00
5369.63,1848.15,-0.00,651.85,-0.00
5171.55,857.75,-0.00,1642.25,-0.00
5447.43,2237.16,-0.00,262.84,-0.00
5778.77,3893.83,-1393.83,0.00,-0.00
5026.52,132.62,-0.00,2367.38,-0.00
5065.31,326.56,-0.00,2173.44,-0.00
4144.94,0.00,-0.00,6775.29,-4275.29
5614.86,3074.28,-574.28,0.00,-0.00
5097.50,487.50,-0.00,2012.50,-0.00
4835.34,0.00,-0.00,3323.30,-823.30
5580.77,2903.83,-403.83,0.00,-0.00
5563.46,2817.29,-317.29,0.00,-0.00
4853.78,0.00,-0.00,3231.09,-731.09
5691.36,3456.81,-956.81,0.00,-0.00
4858.72,0.00,-0.00,3206.41,-706.41
4959.38,0.00,-0.00,2703.10,-203.10
5234.47,1172.37,-0.00,1327.63,-0.00
4978.30,0.00,-0.00,2608.51,-108.51
5268.46,1342.32,-0.00,1157.68,-0.00
5190.72,953.62,-0.00,1546.38,-0.00
4859.41,0.00,-0.00,3202.97,-702.97
4764.42,0.00,-0.00,3677.90,-1177.90
4875.71,0.00,-0.00,3121.47,-621.47
5049.78,248.90,-0.00,2251.10,-0.00
4806.89,0.00,-0.00,3465.53,-965.53
5678.19,3390.94,-890.94,0.00,-0.00
4909.31,0.00,-0.00,2953.47,-453.47
4613.08,0.00,-0.00,4434.62,-1934.62
5547.49,2737.47,-237.47,0.00,-0.00
4940.62,0.00,-0.00,2796.90,-296.90
5595.22,2976.11,-476.11,0.00,-0.00
4588.47,0.00,-0.00,4557.63,-2057.63
4716.60,0.00,-0.00,3917.02,-1417.02
4672.06,0.00,-0.00,4139.72,-1639.72
4486.89,0.00,-0.00,5065.56,-2565.56
4163.10,0.00,-0.00,6684.50,-4184.50
4922.96,0.00,-0.00,2885.21,-385.21
4613.50,0.00,-0.00,4432.49,-1932.49
5412.52,2062.62,-0.00,437.38,-0.00
5841.04,4205.22,-1705.22,0.00,-0.00
4473.89,0.00,-0.00,5130.57,-2630.57
4876.89,0.00,-0.00,3115.56,-615.56
5120.05,600.26,-0.00,1899.74,-0.00
5578.22,2891.12,-391.12,0.00,-0.00
5079.94,399.71,-0.00,2100.29,-0.00
4416.95,0.00,-0.00,5415.24,-2915.24
4513.76,0.00,-0.00,4931.19,-2431.19
4905.29,0.00,-0.00,2973.53,-473.53
5013.67,68.36,-0.00,2431.64,-0.00
5201.26,1006.28,-0.00,1493.72,-0.00
4796.57,0.00,-0.00,3517.15,-1017.15
4870.23,0.00,-0.00,3148.84,-648.84
5376.38,1881.90,-0.00,618.10,-0.00
5287.45,1437.24,-0.00,1062.76,-0.00
5782.71,3913.53,-1413.53,0.00,-0.00
4590.57,0.00,-0.00,4547.16,-2047.16
4528.35,0.00,-0.00,4858.25,-2358.25
5135.30,676.48,-0.00,1823.52,-0.00
5461.97,2309.87,-0.00,190.13,-0.00
5199.05,995.26,-0.00,1504.74,-0.00
4914.32,0.00,-0.00,2928.42,-428.42
5689.95,3449.77,-949.77,0.00,-0.00
5151.10,755.48,-0.00,1744.52,-0.00
4832.93,0.00,-0.00,3335.33,-835.33
4675.84,0.00,-0.00,4120.78,-1620.78
4906.45,0.00,-0.00,2967.76,-467.76
4865.11,0.00,-0.00,3174.47,-674.47
5002.80,13.98,-0.00,2486.02,-0.00
5645.01,3225.07,-725.07,0.00,-0.00
5144.78,723.90,-0.00,1776.10,-0.00
5246.95,1234.73,-0.00,1265.27,-0.00
4493.43,0.00,-0.00,5032.85,-2532.85
5563.41,2817.03,-317.03,0.00,-0.00
4928.43,0.00,-0.00,2857.87,-357.87
4591.63,0.00,-0.00,4541.83,-2041.83
4136.55,0.00,-0.00,6817.27,-4317.27
5034.82,174.10,-0.00,2325.90,-0.00
5898.23,4491.17,-1991.17,0.00,-0.00
6172.02,5860.11,-3360.11,0.00,-0.00
4655.98,0.00,-0.00,4220.10,-1720.10
4233.87,0.00,-0.00,6330.63,-3830.63
4831.85,0.00,-0.00,3340.77,-840.77
4491.14,0.00,-0.00,5044.29,-2544.29
4743.10,0.00,-0.00,3784.48,-1284.48
4992.87,0.00,-0.00,2535.67,-35.67
5478.59,2392.95,-0.00,107.05,-0.00
5068.62,343.08,-0.00,2156.92,-0.00
4940.84,0.00,-0.00,2795.79,-295.79
5076.92,384.58,-0.00,2115.42,-0.00
4889.50,0.00,-0.00,3052.50,-552.50
5140.36,701.78,-0.00,1798.22,-0.00
5184.68,923.38,-0.00,1576.62,-0.00
5570.61,2853.03,-353.03,0.00,-0.00
4562.38,0.00,-0.00,4688.11,-2188.11
4511.92,0.00,-0.00,4940.38,-2440.38
4963.43,0.00,-0.00,2682.85,-182.85
5737.03,3685.14,-1185.14,0.00,-0.00
5098.97,494.84,-0.00,2005.16,-0.00
5278.53,1392.66,-0.00,1107.34,-0.00
5126.68,633.41,-0.00,1866.59,-0.00
4712.99,0.00,-0.00,3935.03,-1435.03
5107.62,538.10,-0.00,1961.90,-0.00
4581.72,0.00,-0.00,4591.39,-2091.39
5402.30,2011.48,-0.00,488.52,-0.00
5012.44,62.19,-0.00,2437.81,-0.00
4830.34,0.00,-0.00,3348.31,-848.31
4992.41,0.00,-0.00,2537.95,-37.95
5282.48,1412.40,-0.00,1087.60,-0.00
5491.37,2456.84,-0.00,43.16,-0.00
5390.28,1951.38,-0.00,548.62,-0.00
4580.90,0.00,-0.00,4595.49,-2095.49
5066.44,332.20,-0.00,2167.80,-0.00
4451.34,0.00,-0.00,5243.32,-2743.32
4904.49,0.00,-0.00,2977.57,-477.57
4391.97,0.00,-0.00,5540.17,-3040.17
5079.99,399.93,-0.00,2100.07,-0.00
4428.92,0.00,-0.00,5355.38,-2855.38
5190.87,954.33,-0.00,1545.67,-0.00
5410.54,2052.72,-0.00,447.28,-0.00
4171.92,0.00,-0.00,6640.38,-4140.38
4096.13,0.00,-0.00,7019.37,-4519.37
5276.29,1381.44,-0.00,1118.56,-0.00
5331.29,1656.43,-0.00,843.57,-0.00
5567.90,2839.48,-339.48,0.00,-0.00
4096.01,0.00,-0.00,7019.97,-4519.97
5154.46,772.32,-0.00,1727.68,-0.00
4623.00,0.00,-0.00,4384.98,-1884.98
5099.45,497.27,-0.00,2002.73,-0.00
