Asset_Prices,C|L|5000|60|5,C|S|5500|60|5,P|L|5500|60|5,P|S|5000|60|5
5286.56,1432.82,-0.00,1067.18,-0.00
4367.82,0.00,-0.00,5660.92,-3160.92
4624.74,0.00,-0.00,4376.31,-1876.31
5400.41,2002.06,-0.00,497.94,-0.00
4979.00,0.00,-0.00,2605.02,-105.02
4971.41,0.00,-0.00,2642.93,-142.93
4950.69,0.00,-0.00,2746.53,-246.53
5077.94,389.72,-0.00,2110.28,-0.00
5145.06,725.28,-0.00,1774.72,-0.00
5505.56,2527.78,-27.78,0.00,-0.00
5058.77,293.83,-0.00,2206.17,-0.00
5130.88,654.41,-0.00,1845.59,-0.00
5248.88,1244.39,-0.00,1255.61,-0.00
4861.72,0.00,-0.00,3191.41,-691.41
4785.22,0.00,-0.00,3573.90,-1073.90
5095.01,475.04,-0.00,2024.96,-0.00
5369.23,1846.16,-0.00,653.84,-0.00
5590.23,2951.16,-451.16,0.00,-0.00
4463.70,0.00,-0.00,5181.52,-2681.52
5080.95,404.73,-0.00,2095.27,-0.00
5071.78,358.92,-0.00,2141.08,-0.00
4946.69,0.00,-0.00,2766.53,-266.53
4764.06,0.00,-0.00,3679.68,-1179.68
5708.73,3543.65,-1043.65,0.00,-0.00
5575.47,2877.33,-377.33,0.00,-0.00
5149.09,745.46,-0.00,1754.54,-0.00
4817.45,0.00,-0.00,3412.76,-912.76
4605.29,0.00,-0.00,4473.55,-1973.55
5501.37,2506.84,-6.84,0.00,-0.00
4553.02,0.00,-0.00,4734.89,-2234.89
4992.10,0.00,-0.00,2539.48,-39.48
4701.65,0.00,-0.00,3991.73,-1491.73
5017.16,85.81,-0.00,2414.19,-0.00
4721.07,0.00,-0.00,3894.63,-1394.63
5470.14,2350.70,-0.00,149.30,-0.00
4887.37,0.00,-0.00,3063.14,-563.14
5683.94,3419.72,-919.72,0.00,-0.00
5208.37,1041.84,-0.00,1458.16,-0.00
5613.80,3069.01,-569.01,0.00,-0.00
4331.01,0.00,-0.00,5844.97,-3344.97
4884.78,0.00,-0.00,3076.08,-576.08
4832.94,0.00,-0.00,3335.28,-835.28
5448.73,2243.65,-0.00,256.35,-0.00
4893.80,0.00,-0.00,3031.01,-531.01
4847.58,0.00,-0.00,3262.11,-762.11
4777.22,0.00,-0.00,3613.90,-1113.90
5430.61,2153.03,-0.00,346.97,-0.00
5691.37,3456.84,-956.84,0.00,-0.00
4916.23,0.00,-0.00,2918.83,-418.83
4712.89,0.00,-0.00,3935.56,-1435.56
5408.88,2044.41,-0.00,455.59,-0.00
5416.17,2080.86,-0.00,419.14,-0.00
5435.50,2177.50,-0.00,322.50,-0.00
4526.94,0.00,-0.00,4865.29,-2365.29
4737.09,0.00,-0.00,3814.57,-1314.57
5451.84,2259.20,-0.00,240.80,-0.00
5438.42,2192.09,-0.00,307.91,-0.00
5041.31,206.53,-0.00,2293.47,-0.00
4848.55,0.00,-0.00,3257.23,-757.23
4827.33,0.00,-0.00,3363.36,-863.36
5244.63,1223.16,-0.00,1276.84,-0.00
5517.47,2587.35,-87.35,0.00,-0.00
4903.54,0.00,-0.00,2982.32,-482.32
5787.34,3936.68,-1436.68,0.00,-0.00
4745.00,0.00,-0.00,3775.02,-1275.02
5428.69,2143.44,-0.00,356.56,-0.00
4405.55,0.00,-0.00,5472.27,-2972.27
4974.23,0.00,-0.00,2628.87,-128.87
5654.47,3272.37,-772.37,0.00,-0.00
4974.96,0.00,-0.00,2625.18,-125.18
4830.11,0.00,-0.00,3349.46,-849.46
5059.66,298.30,-0.00,2201.70,-0.00
4649.91,0.00,-0.00,4250.46,-1750.46
4814.66,0.00,-0.00,3426.70,-926.70
4611.87,0.00,-0.00,4440.64,-1940.64
4521.19,0.00,-0.00,4894.03,-2394.03
5294.38,1471.89,-0.00,1028.11,-0.00
6385.70,6928.50,-4428.50,0.00,-0.00
5221.31,1106.57,-0.00,1393.43,-0.00
5506.19,2530.95,-30.95,0.00,-0.00
4952.92,0.00,-0.00,2735.39,-235.39
5091.61,458.07,-0.00,2041.93,-0.00
5106.08,530.38,-0.00,1969.62,-0.00
4773.10,0.00,-0.00,3634.51,-1134.51
4378.13,0.00,-0.00,5609.35,-3109.35
5488.24,2441.18,-0.00,58.82,-0.00
4430.91,0.00,-0.00,5345.47,-2845.47
4656.17,0.00,-0.00,4219.16,-1719.16
5554.52,2772.60,-272.60,0.00,-0.00
4785.80,0.00,-0.00,3571.00,-1071.00
5101.48,507.39,-0.00,1992.61,-0.00
5386.08,1930.38,-0.00,569.62,-0.00
5060.97,304.83,-0.00,2195.17,-0.00
5057.46,287.31,-0.00,2212.69,-0.00
4474.03,0.00,-0.00,5129.83,-2629.83
4959.12,0.00,-0.00,2704.38,-204.38
5030.97,154.83,-0.00,2345.17,-0.00
4394.29,0.00,-0.00,5528.55,-3028.55
5478.78,2393.89,-0.00,106.11,-0.00
5179.44,897.22,-0.00,1602.78,-0.00
4515.82,0.00,-0.00,4920.90,-2420.90
5226.79,1133.96,-0.00,1366.04,-0.00
4578.69,0.00,-0.00,4606.53,-2106.53
5312.25,1561.27,-0.00,938.73,-0.00
5186.52,932.62,-0.00,1567.38,-0.00
5511.53,2557.64,-57.64,0.00,-0.00
5042.21,211.06,-0.00,2288.94,-0.00
4840.06,0.00,-0.00,3299.70,-799.70
4839.44,0.00,-0.00,3302.80,-802.80
4916.72,0.00,-0.00,2916.40,-416.40
5853.74,4268.72,-1768.72,0.00,-0.00
4781.27,0.00,-0.00,3593.66,-1093.66
4770.91,0.00,-0.00,3645.47,-1145.47
4798.01,0.00,-0.00,3509.95,-1009.95
6102.35,5511.73,-3011.73,0.00,-0.00
5056.24,281.20,-0.00,2218.80,-0.00
4710.49,0.00,-0.00,3947.54,-1447.54
5635.25,3176.26,-676.26,0.00,-0.00
5794.65,3973.24,-1473.24,0.00,-0.00
4730.09,0.00,-0.00,3849.56,-1349.56
5784.24,3921.22,-1421.22,0.00,-0.00
4939.19,0.00,-0.00,2804.06,-304.06
4591.10,0.00,-0.00,4544.52,-2044.52
4345.04,0.00,-0.00,5774.78,-3274.78
4661.98,0.00,-0.00,4190.08,-1690.08
5585.67,2928.35,-428.35,0.00,-0.00
5768.21,3841.05,-1341.05,0.00,-0.00
5278.23,1391.15,-0.00,1108.85,-0.00
4247.73,0.00,-0.00,6261.36,-3761.36
4230.87,0.00,-0.00,6345.65,-3845.65
4770.21,0.00,-0.00,3648.96,-1148.96
4978.17,0.00,-0.00,2609.14,-109.14
4527.35,0.00,-0.00,4863.23,-2363.23
5180.21,901.03,-0.00,1598.97,-0.00
5690.41,3452.03,-952.03,0.00,-0.00
5074.10,370.49,-0.00,2129.51,-0.00
5281.78,1408.88,-0.00,1091.12,-0.00
4842.37,0.00,-0.00,3288.13,-788.13
5545.45,2727.24,-227.24,0.00,-0.00
5276.38,1381.91,-0.00,1118.09,-0.00
5224.40,1122.00,-0.00,1378.00,-0.00
4876.93,0.00,-0.00,3115.35,-615.35
4639.23,0.00,-0.00,4303.83,-1803.83
4583.70,0.00,-0.00,4581.50,-2081.50
4921.56,0.00,-0.00,2892.22,-392.22
4994.32,0.00,-0.00,2528.40,-28.40
4584.62,0.00,-0.00,4576.92,-2076.92
5509.10,2545.48,-45.48,0.00,-0.00
4688.14,0.00,-0.00,4059.30,-1559.30
5201.29,1006.44,-0.00,1493.56,-0.00
5849.67,4248.37,-1748.37,0.00,-0.00
4787.02,0.00,-0.00,3564.89,-1064.89
5022.11,110.57,-0.00,2389.43,-0.00
4973.98,0.00,-0.00,2630.10,-130.10
5125.28,626.39,-0.00,1873.61,-0.00
4780.23,0.00,-0.00,3598.86,-1098.86
4578.33,0.00,-0.00,4608.37,-2108.37
5174.81,874.05,-0.00,1625.95,-0.00
4568.89,0.00,-0.00,4655.57,-2155.57
4937.91,0.00,-0.00,2810.43,-310.43
4536.81,0.00,-0.00,4815.96,-2315.96
4530.61,0.00,-0.00,4846.96,-2346.96
4580.86,0.00,-0.00,4595.69,-2095.69
4731.48,0.00,-0.00,3842.60,-1342.60
4402.68,0.00,-0.00,5486.58,-2986.58
4702.90,0.00,-0.00,3985.50,-1485.50
4860.85,0.00,-0.00,3195.75,-695.75
4737.05,0.00,-0.00,3814.75,-1314.75
5648.82,3244.08,-744.08,0.00,-0.00
4195.51,0.00,-0.00,6522.47,-4022.47
5646.21,3231.04,-731.04,0.00,-0.00
4726.54,0.00,-0.00,3867.30,-1367.30
5637.65,3188.27,-688.27,0.00,-0.00
5347.59,1737.97,-0.00,762.03,-0.00
4850.13,0.00,-0.00,3249.36,-749.36
5326.59,1632.94,-0.00,867.06,-0.00
5022.17,110.87,-0.00,2389.13,-0.00
4701.17,0.00,-0.00,3994.13,-1494.13
4438.30,0.00,-0.00,5308.50,-2808.50
5378.96,1894.82,-0.00,605.18,-0.00
4186.26,0.00,-0.00,6568.70,-4068.70
4771.18,0.00,-0.00,3644.11,-1144.11
4787.37,0.00,-0.00,3563.14,-1063.14
4542.24,0.00,-0.00,4788.82,-2288.82
5927.41,4637.03,-2137.03,0.00,-0.00
4603.77,0.00,-0.00,4481.15,-1981.15
5941.36,4706.79,-2206.79,0.00,-0.00
4629.46,0.00,-0.00,4352.72,-1852.72
5275.30,1376.52,-0.00,1123.48,-0.00
5009.08,45.41,-0.00,2454.59,-0.00
5651.49,3257.45,-757.45,0.00,-0.00
4652.86,0.00,-0.00,4235.71,-1735.71
4935.92,0.00,-0.00,2820.40,-320.40
4623.90,0.00,-0.00,4380.49,-1880.49
4338.57,0.00,-0.00,5807.13,-3307.13
4825.77,0.00,-0.00,3371.17,-871.17
5170.37,851.84,-0.00,1648.16,-0.00
4960.61,0.00,-0.00,2696.95,-196.95
5570.55,2852.75,-352.75,0.00,-0.00
5238.06,1190.32,-0.00,1309.68,-0.00
5328.83,1644.13,-0.00,855.87,-0.00
4758.06,0.00,-0.00,3709.70,-1209.70
5029.50,147.52,-0.00,2352.48,-0.00
4246.68,0.00,-0.00,6266.60,-3766.60
5229.77,1148.87,-0.00,1351.13,-0.00
5248.97,1244.83,-0.00,1255.17,-0.00
5330.50,1652.50,-0.00,847.50,-0.00
4585.80,0.00,-0.00,4571.00,-2071.00
5448.28,2241.42,-0.00,258.58,-0.00
4729.12,0.00,-0.00,3854.38,-1354.38
5237.06,1185.31,-0.00,1314.69,-0.00
5042.38,211.90,-0.00,2288.10,-0.00
4918.67,0.00,-0.00,2906.64,-406.64
4426.20,0.00,-0.00,5369.01,-2869.01
4858.93,0.00,-0.00,3205.36,-705.36
4785.26,0.00,-0.00,3573.68,-1073.68
5109.13,545.64,-0.00,1954.36,-0.00
4936.03,0.00,-0.00,2819.86,-319.86
4684.15,0.00,-0.00,4079.23,-1579.23
6007.22,5036.08,-2536.08,0.00,-0.00
5316.27,1581.35,-0.00,918.65,-0.00
5434.53,2172.67,-0.00,327.33,-0.00
5073.14,365.68,-0.00,2134.32,-0.00
5347.17,1735.83,-0.00,764.17,-0.00
4840.86,0.00,-0.00,3295.72,-795.72
5073.36,366.82,-0.00,2133.18,-0.00
4867.62,0.00,-0.00,3161.88,-661.88
5562.28,2811.38,-311.38,0.00,-0.00
5174.10,870.50,-0.00,1629.50,-0.00
4628.31,0.00,-0.00,4358.46,-1858.46
4777.09,0.00,-0.00,3614.55,-1114.55
4249.63,0.00,-0.00,6251.86,-3751.86
4613.92,0.00,-0.00,4430.40,-1930.40
4933.24,0.00,-0.00,2833.80,-333.80
5156.79,783.96,-0.00,1716.04,-0.00
4956.88,0.00,-0.00,2715.60,-215.60
5001.97,9.83,-0.00,2490.17,-0.00
4798.59,0.00,-0.00,3507.06,-1007.06
4896.00,0.00,-0.00,3020.01,-520.01
4685.90,0.00,-0.00,4070.52,-1570.52
4629.11,0.00,-0.00,4354.44,-1854.44
4832.19,0.00,-0.00,3339.04,-839.04
5234.39,1171.96,-0.00,1328.04,-0.00
5998.39,4991.94,-2491.94,0.00,-0.00
4544.13,0.00,-0.00,4779.33,-2279.33
4596.87,0.00,-0.00,4515.66,-2015.66
4675.53,0.00,-0.00,4122.37,-1622.37
4848.86,0.00,-0.00,3255.70,-755.70
4646.76,0.00,-0.00,4266.18,-1766.18
5477.53,2387.63,-0.00,112.37,-0.00
4960.94,0.00,-0.00,2695.30,-195.30
5220.71,1103.53,-0.00,1396.47,-0.00
4688.17,0.00,-0.00,4059.17,-1559.17
5176.67,883.35,-0.00,1616.65,-0.00
5558.41,2792.05,-292.05,0.00,-0.00
5407.26,2036.32,-0.00,463.68,-0.00
5162.00,810.00,-0.00,1690.00,-0.00
5293.70,1468.48,-0.00,1031.52,-0.00
4589.61,0.00,-0.00,4551.95,-2051.95
5059.34,296.71,-0.00,2203.29,-0.00
5222.50,1112.51,-0.00,1387.49,-0.00
4770.35,0.00,-0.00,3648.26,-1148.26
5324.73,1623.67,-0.00,876.33,-0.00
4650.20,0.00,-0.00,4248.99,-1748.99
5251.42,1257.09,-0.00,1242.91,-0.00
4943.59,0.00,-0.00,2782.04,-282.04
5416.90,2084.48,-0.00,415.52,-0.00
5459.72,2298.59,-0.00,201.41,-0.00
4987.17,0.00,-0.00,2564.17,-64.17
5061.36,306.81,-0.00,2193.19,-0.00
5049.24,246.18,-0.00,2253.82,-0.00
4311.29,0.00,-0.00,5943.56,-3443.56
5330.94,1654.71,-0.00,845.29,-0.00
4959.71,0.00,-0.00,2701.45,-201.45
4910.28,0.00,-0.00,2948.58,-448.58
4837.41,0.00,-0.00,3312.95,-812.95
4972.25,0.00,-0.00,2638.76,-138.76
5418.38,2091.90,-0.00,408.10,-0.00
5446.34,2231.68,-0.00,268.32,-0.00
5228.99,1144.95,-0.00,1355.05,-0.00
4312.41,0.00,-0.00,5937.93,-3437.93
4624.79,0.00,-0.00,4376.03,-1876.03
5112.13,560.67,-0.00,1939.33,-0.00
5202.84,1014.22,-0.00,1485.78,-0.00
4315.07,0.00,-0.00,5924.66,-3424.66
6001.71,5008.56,-2508.56,0.00,-0.00
4923.26,0.00,-0.00,2883.70,-383.70
4774.27,0.00,-0.00,3628.63,-1128.63
5959.48,4797.41,-2297.41,0.00,-0.00
5028.78,143.90,-0.00,2356.10,-0.00
4571.99,0.00,-0.00,4640.04,-2140.04
4633.52,0.00,-0.00,4332.42,-1832.42
5285.70,1428.48,-0.00,1071.52,-0.00
5265.01,1325.07,-0.00,1174.93,-0.00
4832.90,0.00,-0.00,3335.49,-835.49
4520.27,0.00,-0.00,4898.63,-2398.63
4248.49,0.00,-0.00,6257.57,-3757.57
5414.59,2072.95,-0.00,427.05,-0.00
5118.35,591.75,-0.00,1908.25,-0.00
5000.27,1.37,-0.00,2498.63,-0.00
4311.27,0.00,-0.00,5943.65,-3443.65
5426.90,2134.48,-0.00,365.52,-0.00
5143.03,715.17,-0.00,1784.83,-0.00
5203.73,1018.63,-0.00,1481.37,-0.00
4821.16,0.00,-0.00,3394.20,-894.20
5093.62,468.09,-0.00,2031.91,-0.00
5016.14,80.69,-0.00,2419.31,-0.00
5537.96,2689.78,-189.78,0.00,-0.00
5470.19,2350.94,-0.00,149.06,-0.00
4936.85,0.00,-0.00,2815.73,-315.73
4210.95,0.00,-0.00,6445.23,-3945.23
5528.98,2644.90,-144.90,0.00,-0.00
4613.07,0.00,-0.00,4434.66,-1934.66
5152.94,764.70,-0.00,1735.30,-0.00
5593.62,2968.10,-468.10,0.00,-0.00
5106.61,533.07,-0.00,1966.93,-0.00
5439.46,2197.28,-0.00,302.72,-0.00
4941.63,0.00,-0.00,2791.83,-291.83
4845.12,0.00,-0.00,3274.39,-774.39
4761.25,0.00,-0.00,3693.74,-1193.74
4575.22,0.00,-0.00,4623.91,-2123.91
5731.52,3657.59,-1157.59,0.00,-0.00
4310.87,0.00,-0.00,5945.65,-3445.65
4723.23,0.00,-0.00,3883.83,-1383.83
5762.56,3812.80,-1312.80,0.00,-0.00
4989.96,0.00,-0.00,2550.19,-50.19
5086.63,433.13,-0.00,2066.87,-0.00
5113.19,565.97,-0.00,1934.03,-0.00
5022.72,113.61,-0.00,2386.39,-0.00
4628.97,0.00,-0.00,4355.13,-1855.13
5449.93,2249.65,-0.00,250.35,-0.00
4823.08,0.00,-0.00,3384.60,-884.60
5191.99,959.94,-0.00,1540.06,-0.00
5067.52,337.58,-0.00,2162.42,-0.00
4821.89,0.00,-0.00,3390.56,-890.56
5841.17,4205.83,-1705.83,0.00,-0.00
5195.07,975.36,-0.00,1524.64,-0.00
5188.07,940.37,-0.00,1559.63,-0.00
5087.72,438.62,-0.00,2061.38,-0.00
5174.26,871.28,-0.00,1628.72,-0.00
5264.13,1320.65,-0.00,1179.35,-0.00
4570.81,0.00,-0.00,4645.95,-2145.95
5138.92,694.59,-0.00,1805.41,-0.00
4467.66,0.00,-0.00,5161.71,-2661.71
4936.35,0.00,-0.00,2818.25,-318.25
5106.23,531.15,-0.00,1968.85,-0.00
5129.55,647.77,-0.00,1852.23,-0.00
5111.13,555.64,-0.00,1944.36,-0.00
5806.26,4031.30,-1531.30,0.00,-0.00
4468.99,0.00,-0.00,5155.03,-2655.03
4421.79,0.00,-0.00,5391.07,-2891.07
4610.06,0.00,-0.00,4449.69,-1949.69
5610.87,3054.36,-554.36,0.00,-0.00
5050.68,253.40,-0.00,2246.60,-0.00
5026.87,134.37,-0.00,2365.63,-0.00
5599.33,2996.66,-496.66,0.00,-0.00
4871.07,0.00,-0.00,3144.66,-644.66
5130.27,651.34,-0.00,1848.66,-0.00
4577.06,0.00,-0.00,4614.71,-2114.71
4835.73,0.00,-0.00,3321.37,-821.37
4560.33,0.00,-0.00,4698.34,-2198.34
5046.41,232.05,-0.00,2267.95,-0.00
4557.68,0.00,-0.00,4711.59,-2211.59
4315.36,0.00,-0.00,5923.18,-3423.18
5088.29,441.44,-0.00,2058.56,-0.00
5075.01,375.07,-0.00,2124.93,-0.00
4287.47,0.00,-0.00,6062.66,-3562.66
4638.43,0.00,-0.00,4307.83,-1807.83
4970.81,0.00,-0.00,2645.97,-145.97
5194.43,972.16,-0.00,1527.84,-0.00
5277.25,1386.26,-0.00,1113.74,-0.00
5054.63,273.15,-0.00,2226.85,-0.00
4532.33,0.00,-0.00,4838.34,-2338.34
4922.84,0.00,-0.00,2885.80,-385.80
5242.68,1213.39,-0.00,1286.61,-0.00
6036.23,5181.14,-2681.14,0.00,-0.00
5279.16,1395.82,-0.00,1104.18,-0.00
4534.76,0.00,-0.00,4826.20,-2326.20
5226.97,1134.85,-0.00,1365.15,-0.00
4652.36,0.00,-0.00,4238.22,-1738.22
6219.66,6098.31,-3598.31,0.00,-0.00
4982.43,0.00,-0.00,2587.84,-87.84
5122.10,610.50,-0.00,1889.50,-0.00
5382.08,1910.41,-0.00,589.59,-0.00
4660.94,0.00,-0.00,4195.30,-1695.30
6069.31,5346.57,-2846.57,0.00,-0.00
4741.93,0.00,-0.00,3790.33,-1290.33
4913.36,0.00,-0.00,2933.18,-433.18
5193.44,967.19,-0.00,1532.81,-0.00
5054.96,274.82,-0.00,2225.18,-0.00
4656.20,0.00,-0.00,4219.02,-1719.02
5105.70,528.52,-0.00,1971.48,-0.00
5069.70,348.49,-0.00,2151.51,-0.00
4682.96,0.00,-0.00,4085.21,-1585.21
4874.70,0.00,-0.00,3126.49,-626.49
4860.96,0.00,-0.00,3195.18,-695.18
5306.10,1530.52,-0.00,969.48,-0.00
4885.16,0.00,-0.00,3074.18,-574.18
5553.00,2764.98,-264.98,0.00,-0.00
4469.91,0.00,-0.00,5150.47,-2650.47
5137.00,684.99,-0.00,1815.01,-0.00
5022.77,113.85,-0.00,2386.15,-0.00
4755.09,0.00,-0.00,3724.57,-1224.57
5417.30,2086.52,-0.00,413.48,-0.00
5417.08,2085.40,-0.00,414.60,-0.00
4627.85,0.00,-0.00,4360.77,-1860.77
5793.38,3966.91,-1466.91,0.00,-0.00
5126.42,632.12,-0.00,1867.88,-0.00
5380.51,1902.56,-0.00,597.44,-0.00
5020.90,104.52,-0.00,2395.48,-0.00
5111.44,557.21,-0.00,1942.79,-0.00
5505.88,2529.41,-29.41,0.00,-0.00
4471.87,0.00,-0.00,5140.65,-2640.65
5296.17,1480.83,-0.00,1019.17,-0.00
5167.69,838.45,-0.00,1661.55,-0.00
5155.90,779.48,-0.00,1720.52,-0.00
4355.21,0.00,-0.00,5723.95,-3223.95
4377.08,0.00,-0.00,5614.59,-3114.59
5175.21,876.06,-0.00,1623.94,-0.00
5408.43,2042.17,-0.00,457.83,-0.00
4732.16,0.00,-0.00,3839.19,-1339.19
5634.33,3171.65,-671.65,0.00,-0.00
4832.04,0.00,-0.00,3339.82,-839.82
4414.66,0.00,-0.00,5426.72,-2926.72
5354.22,1771.08,-0.00,728.92,-0.00
5501.22,2506.09,-6.09,0.00,-0.00
5271.79,1358.97,-0.00,1141.03,-0.00
4899.38,0.00,-0.00,3003.12,-503.12
4802.96,0.00,-0.00,3485.22,-985.22
4943.95,0.00,-0.00,2780.26,-280.26
5017.05,85.27,-0.00,2414.73,-0.00
4851.33,0.00,-0.00,3243.33,-743.33
5472.40,2362.02,-0.00,137.98,-0.00
4685.51,0.00,-0.00,4072.47,-1572.47
5144.25,721.24,-0.00,1778.76,-0.00
4561.36,0.00,-0.00,4693.18,-2193.18
5583.88,2919.38,-419.38,0.00,-0.00
5127.16,635.81,-0.00,1864.19,-0.00
5179.53,897.65,-0.00,1602.35,-0.00
4758.32,0.00,-0.00,3708.41,-1208.41
4916.32,0.00,-0.00,2918.40,-418.40
5025.98,129.91,-0.00,2370.09,-0.00
4914.89,0.00,-0.00,2925.56,-425.56
5209.08,1045.39,-0.00,1454.61,-0.00
4639.73,0.00,-0.00,4301.35,-1801.35
5048.38,241.92,-0.00,2258.08,-0.00
4081.96,0.00,-0.00,7090.18,-4590.18
5375.15,1875.76,-0.00,624.24,-0.00
4583.30,0.00,-0.00,4583.50,-2083.50
4932.55,0.00,-0.00,2837.25,-337.25
4987.99,0.00,-0.00,2560.06,-60.06
4868.87,0.00,-0.00,3155.64,-655.64
4261.60,0.00,-0.00,6192.02,-3692.02
4537.26,0.00,-0.00,4813.69,-2313.69
5004.24,21.20,-0.00,2478.80,-0.00
4825.11,0.00,-0.00,3374.44,-874.44
5057.34,286.69,-0.00,2213.31,-0.00
5157.43,787.17,-0.00,1712.83,-0.00
5652.33,3261.63,-761.63,0.00,-0.00
5562.85,2814.23,-314.23,0.00,-0.00
4749.44,0.00,-0.00,3752.81,-1252.81
5520.61,2603.07,-103.07,0.00,-0.00
4397.98,0.00,-0.00,5510.12,-3010.12
4824.13,0.00,-0.00,3379.35,-879.35
5383.03,1915.15,-0.00,584.85,-0.00
4964.35,0.00,-0.00,2678.24,-178.24
5098.23,491.16,-0.00,2008.84,-0.00
4783.00,0.00,-0.00,3585.01,-1085.01
5209.01,1045.06,-0.00,1454.94,-0.00
5048.38,241.92,-0.00,2258.08,-0.00
5874.44,4372.20,-1872.20,0.00,-0.00
5391.32,1956.60,-0.00,543.40,-0.00
4488.95,0.00,-0.00,5055.25,-2555.25
5280.14,1400.71,-0.00,1099.29,-0.00
6093.94,5469.71,-2969.71,0.00,-0.00
5066.62,333.11,-0.00,2166.89,-0.00
5189.20,946.02,-0.00,1553.98,-0.00
4935.86,0.00,-0.00,2820.71,-320.71
4379.74,0.00,-0.00,5601.29,-3101.29
5227.60,1138.02,-0.00,1361.98,-0.00
4948.13,0.00,-0.00,2759.34,-259.34
5623.62,3118.11,-618.11,0.00,-0.00
5630.67,3153.33,-653.33,0.00,-0.00
4954.76,0.00,-0.00,2726.18,-226.18
4915.47,0.00,-0.00,2922.65,-422.65
4540.95,0.00,-0.00,4795.23,-2295.23
5077.43,387.13,-0.00,2112.87,-0.00
4902.35,0.00,-0.00,2988.24,-488.24
4944.83,0.00,-0.00,2775.86,-275.86
4823.23,0.00,-0.00,3383.87,-883.87
4939.86,0.00,-0.00,2800.72,-300.72
5005.15,25.73,-0.00,2474.27,-0.00
5631.23,3156.16,-656.16,0.00,-0.00
4372.77,0.00,-0.00,5636.17,-3136.17
5132.30,661.49,-0.00,1838.51,-0.00
5027.88,139.40,-0.00,2360.60,-0.00
5329.62,1648.08,-0.00,851.92,-0.00
5062.04,310.18,-0.00,2189.82,-0.00
4779.26,0.00,-0.00,3603.69,-1103.69
4820.00,0.00,-0.00,3399.98,-899.98
4774.07,0.00,-0.00,3629.66,-1129.66
4662.14,0.00,-0.00,4189.28,-1689.28
5367.13,1835.67,-0.00,664.33,-0.00
5193.60,968.01,-0.00,1531.99,-0.00
5068.03,340.13,-0.00,2159.87,-0.00
5682.08,3410.40,-910.40,0.00,-0.00
4659.62,0.00,-0.00,4201.92,-1701.92
5416.82,2084.09,-0.00,415.91,-0.00
5047.74,238.68,-0.00,2261.32,-0.00
5319.01,1595.04,-0.00,904.96,-0.00
5075.89,379.47,-0.00,2120.53,-0.00
4991.47,0.00,-0.00,2542.66,-42.66
6105.60,5527.98,-3027.98,0.00,-0.00
4484.74,0.00,-0.00,5076.30,-2576.30
4937.92,0.00,-0.00,2810.39,-310.39
4569.44,0.00,-0.00,4652.78,-2152.78
5161.57,807.85,-0.00,1692.15,-0.00
5111.00,554.98,-0.00,1945.02,-0.00
5375.27,1876.37,-0.00,623.63,-0.00
5284.86,1424.31,-0.00,1075.69,-0.00
5040.42,202.09,-0.00,2297.91,-0.00
5372.84,1864.21,-0.00,635.79,-0.00
4964.35,0.00,-0.00,2678.27,-178.27
4927.83,0.00,-0.00,2860.84,-360.84
4979.55,0.00,-0.00,2602.24,-102.24
5133.32,666.62,-0.00,1833.38,-0.00
3897.75,0.00,-0.00,8011.27,-5511.27
5257.66,1288.28,-0.00,1211.72,-0.00
4927.00,0.00,-0.00,2864.99,-364.99
4633.06,0.00,-0.00,4334.68,-1834.68
5535.87,2679.33,-179.33,0.00,-0.00
4307.59,0.00,-0.00,5962.04,-3462.04
4697.40,0.00,-0.00,4013.01,-1513.01
5514.64,2573.19,-73.19,0.00,-0.00
4590.66,0.00,-0.00,4546.68,-2046.68
4717.37,0.00,-0.00,3913.15,-1413.15
4638.07,0.00,-0.00,4309.65,-1809.65
4681.47,0.00,-0.00,4092.65,-1592.65
4380.88,0.00,-0.00,5595.58,-3095.58
3767.21,0.00,-0.00,8663.94,-6163.94
5142.35,711.75,-0.00,1788.25,-0.00
5509.27,2546.33,-46.33,0.00,-0.00
4458.78,0.00,-0.00,5206.12,-2706.12
5336.80,1684.01,-0.00,815.99,-0.00
4812.94,0.00,-0.00,3435.32,-935.32
5305.93,1529.66,-0.00,970.34,-0.00
5645.73,3228.67,-728.67,0.00,-0.00
5351.89,1759.47,-0.00,740.53,-0.00
5489.45,2447.25,-0.00,52.75,-0.00
5053.58,267.91,-0.00,2232.09,-0.00
4930.77,0.00,-0.00,2846.17,-346.17
5463.98,2319.89,-0.00,180.11,-0.00
4630.28,0.00,-0.00,4348.58,-1848.58
5195.18,975.88,-0.00,1524.12,-0.00
5162.18,810.91,-0.00,1689.09,-0.00
4668.54,0.00,-0.00,4157.31,-1657.31
4906.69,0.00,-0.00,2966.55,-466.55
5137.07,685.36,-0.00,1814.64,-0.00
5652.28,3261.41,-761.41,0.00,-0.00
5295.44,1477.20,-0.00,1022.80,-0.00
4513.80,0.00,-0.00,4931.02,-2431.02
4614.95,0.00,-0.00,4425.23,-1925.23
4635.23,0.00,-0.00,4323.84,-1823.84
4280.01,0.00,-0.00,6099.94,-3599.94
5350.43,1752.16,-0.00,747.84,-0.00
5476.52,2382.58,-0.00,117.42,-0.00
5049.43,247.15,-0.00,2252.85,-0.00
5004.46,22.32,-0.00,2477.68,-0.00
4553.09,0.00,-0.00,4734.55,-2234.55
4794.96,0.00,-0.00,3525.21,-1025.21
5837.12,4185.58,-1685.58,0.00,-0.00
